iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp
384,CDI1,1,19-January-1997,1997,1,Protests,Peaceful protest,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,All Africa,Regional,Students protest over state of education in Ivory Coast,0,1582579226
384,CDI2,2,19-January-1997,1997,1,Protests,Protest with intervention,Police Forces of the Ivory Coast (1993-1999),NA,1,Protesters (Ivory Coast),COJEP: Young Patriots; Students (Ivory Coast),6,16,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,All Africa,Regional,Alleged police brutality during student protest,0,1585691845
384,CDI3,3,21-January-1997,1997,1,Protests,Peaceful protest,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,All Africa,Regional,Students protest over state of education in Ivory Coast,0,1582579226
384,CDI4,4,21-January-1997,1997,1,Violence against civilians,Attack,Police Forces of the Ivory Coast (1993-1999),NA,1,Civilians (Ivory Coast),Students (Ivory Coast),7,17,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,All Africa,Regional,Two students shot and wounded by police during protests,2,1585691845
384,CDI5,5,06-March-1997,1997,1,Riots,Violent demonstration,Rioters (Ivory Coast),NA,5,NA,NA,0,50,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Riots as penis-shrinking scare spreads through Ivory Coast,0,1582579225
384,CDI6,6,06-March-1997,1997,1,Riots,Mob violence,Rioters (Ivory Coast),Vigilante Group (Ivory Coast),5,Civilians (Ivory Coast),NA,7,57,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Spate of killings by angry mob accusing people of being sorcerers,10,1575307067
384,CDI7,7,07-March-1997,1997,1,Riots,Mob violence,Rioters (Ivory Coast),Vigilante Group (Ivory Coast),5,Civilians (Ivory Coast),NA,7,57,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Spate of killings by angry mob accusing people of being penis-shrinking sorcerers,2,1575307068
384,CDI8,8,08-March-1997,1997,1,Riots,Mob violence,Rioters (Ivory Coast),Vigilante Group (Ivory Coast),5,Civilians (Ivory Coast),NA,7,57,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Spate of killings by angry mob accusing people of being penis-shrinking sorcerers,3,1575307068
384,CDI10,10,23-June-1997,1997,1,Protests,Protest with intervention,Police Forces of the Ivory Coast (1993-1999),NA,1,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,16,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Police respond to student protests with violence,0,1585691844
384,CDI9,9,23-June-1997,1997,1,Protests,Peaceful protest,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Students gather to protest over state of education in Ivory Coast,0,1575307069
384,CDI11,11,21-August-1997,1997,1,Battles,Armed clash,Baoule Ethnic Militia (Ivory Coast),NA,4,Guere Ethnic Militia (Ivory Coast),NA,4,44,Western Africa,Ivory Coast,Montagnes,Cavally,NA,Moyen-Cavally,6.417,-7.5,1,Reuters,International,Ethnic rivals clash over land,1,1575307063
384,CDI12,12,23-September-1997,1997,1,Protests,Peaceful protest,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Students gather to protest over state of education in Ivory Coast,0,1575307063
384,CDI13,13,02-November-1997,1997,1,Violence against civilians,Attack,Police Forces of the Ivory Coast (1993-1999),NA,1,Civilians (Ivory Coast),NA,7,17,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Police open fire on taxi driver who would not stop at roadblock to pay a bribe,0,1585691844
384,CDI14,14,10-December-1997,1997,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,HIV positive people gather to protest at AIDS conference of alleged mistreatment,0,1575307064
384,CDI15,15,14-May-1998,1998,1,Protests,Excessive force against protesters,Police Forces of the Ivory Coast (1993-1999),NA,1,Protesters (Ivory Coast),Students (Ivory Coast),6,16,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Protests against student levy turns violent when police kill a protester,1,1585691844
384,CDI17,17,08-July-1998,1998,1,Riots,Mob violence,Rioters (Ivory Coast),Vigilante Group (Ivory Coast),5,Civilians (Ivory Coast),NA,7,57,Western Africa,Ivory Coast,Goh Djiboua,Loh-Djiboua,NA,Southern,5.81,-5.281,1,Reuters,International,Angry mob lynches man accused of being responsible for young boys death,1,1575307065
384,CDI18,18,15-July-1998,1998,1,Protests,Peaceful protest,Protesters (Ivory Coast),Students (Ivory Coast),6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Students stage protest government decision to make them retake exams,0,1575307065
384,CDI19,19,07-September-1998,1998,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Massive protest by opposition groups over actions of ruling party,0,1575307066
384,CDI20,20,10-September-1998,1998,1,Violence against civilians,Attack,Police Forces of the Ivory Coast (1993-1999),NA,1,Civilians (Ivory Coast),NA,7,17,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Police open fire on taxi driver who would not stop at roadblock to pay a bribe,0,1585691844
384,CDI21,21,14-September-1998,1998,1,Protests,Peaceful protest,Protesters (Ivory Coast),FPI: Ivorian Popular Front; RDR: Rally of Republicans,6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Street protests by political opposition groups to denounce ruling party,0,1575307066
384,CDI22,22,14-September-1998,1998,1,Protests,Peaceful protest,Protesters (Ivory Coast),FPI: Ivorian Popular Front; RDR: Rally of Republicans,6,NA,NA,0,60,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Reuters,International,Street protests by political opposition groups to denounce ruling party,0,1575307066
384,CDI23,23,16-September-1998,1998,1,Riots,Violent demonstration,Rioters (Ivory Coast),NA,5,NA,NA,0,50,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Riots after police kill taxi driver,0,1575307066
384,CDI24,24,17-September-1998,1998,1,Riots,Violent demonstration,Rioters (Ivory Coast),NA,5,Civilians (Ivory Coast),NA,7,57,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Striking and rioting taxi drivers injure civilians during riots,0,1575307066
384,CDI25,25,21-September-1998,1998,1,Violence against civilians,Attack,Baoule Ethnic Militia (Ivory Coast),NA,4,Civilians (Ivory Coast),Guere Ethnic Group (Ivory Coast),7,47,Western Africa,Ivory Coast,Montagnes,Guemon,NA,Bangolo,7.007,-7.475,2,All Africa,Regional,Death of farmer by rival ethnic group sparks clashes,3,1575307066
384,CDI26,26,21-September-1998,1998,1,Violence against civilians,Attack,Guere Ethnic Militia (Ivory Coast),NA,4,Civilians (Ivory Coast),Baoule Ethnic Group (Ivory Coast),7,47,Western Africa,Ivory Coast,Montagnes,Guemon,NA,Bangolo,7.007,-7.475,2,All Africa,Regional,Death of farmer by rival ethnic group sparks clashes,1,1575307066
384,CDI27,27,26-December-1998,1998,2,Battles,Armed clash,Unidentified Ethnic Militia (Ghana),NA,4,Unidentified Ethnic Militia (Ivory Coast),NA,4,44,Western Africa,Ivory Coast,Bas-Sassandra,San Pedro,NA,San-Pedro,4.748,-6.636,1,Xinhua,International,"Ghanaian and Ivorian fishermen clash, sparking ethnic battles",0,1616530994
384,CDI28,28,26-December-1998,1998,2,Violence against civilians,Attack,Unidentified Ethnic Militia (Ivory Coast),NA,4,Civilians (Ghana),NA,7,47,Western Africa,Ivory Coast,Bas-Sassandra,San Pedro,NA,San-Pedro,4.748,-6.636,1,Xinhua,International,Ivorian fishermen kill Ghanaians in revenge for alleged drowning of Ivorian fisherman,7,1616530994
384,CDI29,29,26-December-1998,1998,2,Violence against civilians,Attack,Unidentified Ethnic Militia (Ghana),NA,4,Civilians (Ivory Coast),NA,7,47,Western Africa,Ivory Coast,Bas-Sassandra,San Pedro,NA,San-Pedro,4.748,-6.636,1,Xinhua,International,"Ghanaian fishermen allegedly attack Ivorian vessel, killing one",1,1616530994
384,CDI30,30,01-April-1999,1999,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Ivory Coast),NA,3,Civilians (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),7,37,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Student targeted by unknown persons in grenade attack,0,1575307066
384,CDI33,33,26-April-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,NA,NA,0,60,Western Africa,Ivory Coast,Bas-Sassandra,San Pedro,NA,San-Pedro,4.748,-6.636,1,Reuters,International,Student protests over problems in the education system,0,1616530993
384,CDI34,34,26-April-1999,1999,1,Riots,Violent demonstration,Police Forces of the Ivory Coast (1993-1999),NA,1,Rioters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),5,15,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Student protests lead to riots; rioters clash with police,0,1585691843
384,CDI31,31,26-April-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),5,NA,NA,0,50,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Student protests lead to riots; rioters clash with police,0,1575307066
384,CDI32,32,26-April-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,NA,NA,0,60,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Reuters,International,Student protests over problems in the education system,0,1575307066
384,CDI39,39,03-May-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),Students (Ivory Coast),5,NA,NA,0,50,Western Africa,Ivory Coast,Zanzan,Gontougo,NA,Tanda,7.806,-3.171,1,AP,International,Rioting students damage property while airing grievances,0,1575307067
384,CDI37,37,03-May-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),Students (Ivory Coast),5,NA,NA,0,50,Western Africa,Ivory Coast,Goh Djiboua,Goh,NA,Gagnoa,6.132,-5.951,1,AP,International,Rioting students damage property while airing grievances,0,1616530989
384,CDI35,35,03-May-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),Students (Ivory Coast),5,NA,NA,0,50,Western Africa,Ivory Coast,Comoe,Sud-Comoe,NA,Bassam,5.202,-3.735,1,AP,International,Rioting students damage property while airing grievances,0,1575307067
384,CDI36,36,03-May-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),Students (Ivory Coast),5,NA,NA,0,50,Western Africa,Ivory Coast,Montagnes,Tonkpi,NA,Danane,7.263,-8.16,1,AP,International,Rioting students damage property while airing grievances,0,1575307067
384,CDI38,38,03-May-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),Students (Ivory Coast),5,NA,NA,0,50,Western Africa,Ivory Coast,Goh Djiboua,Loh-Djiboua,NA,Lakota,5.848,-5.682,1,AP,International,Rioting students damage property while airing grievances,0,1575307067
384,CDI40,40,26-May-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),5,NA,NA,0,50,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,All Africa,Regional,Students engage in violent protests after fellow students detained,0,1575307067
384,CDI41,41,26-May-1999,1999,1,Protests,Protest with intervention,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,Police Forces of the Ivory Coast (1993-1999),NA,1,16,Western Africa,Ivory Coast,Montagnes,Tonkpi,NA,Danane,7.263,-8.16,1,All Africa,Regional,Students stage peaceful march; police intervene and assault students,0,1585691843
384,CDI42,42,26-May-1999,1999,1,Protests,Protest with intervention,Police Forces of the Ivory Coast (1993-1999),NA,1,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,16,Western Africa,Ivory Coast,Montagnes,Tonkpi,NA,Danane,7.263,-8.16,1,All Africa,Regional,Students stage peaceful march; police intervene and assault students,0,1585691843
384,CDI43,43,27-May-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),5,NA,NA,0,50,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Student protests lead to riots; rioters clash with police,0,1575307067
384,CDI44,44,27-May-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,NA,NA,0,60,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Reuters,International,Student protests call for release of detained activists,0,1575307067
384,CDI45,45,27-May-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,NA,NA,0,60,Western Africa,Ivory Coast,Goh Djiboua,Goh,NA,Gagnoa,6.132,-5.951,1,Reuters,International,Student protests call for release of detained activists,0,1616530993
384,CDI46,46,27-May-1999,1999,1,Riots,Violent demonstration,Police Forces of the Ivory Coast (1993-1999),NA,1,Rioters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),5,15,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Student protests lead to riots; rioters clash with police,0,1585691843
384,CDI47,47,28-May-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,NA,NA,0,60,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Reuters,International,Student protests call for release of detained activists,0,1575307067
384,CDI48,48,28-May-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),FESCI: Student Federation of Ivory Coast; Students (Ivory Coast),6,NA,NA,0,60,Western Africa,Ivory Coast,Goh Djiboua,Goh,NA,Gagnoa,6.132,-5.951,1,Reuters,International,Student protests call for release of detained activists,0,1616530993
384,CDI49,49,01-June-1999,1999,1,Protests,Excessive force against protesters,Protesters (Ivory Coast),Students (Ivory Coast),6,Police Forces of the Ivory Coast (1993-1999),NA,1,16,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Protests by students lead to police breaking up demonstration violently,0,1585691843
384,CDI50,50,01-June-1999,1999,1,Protests,Excessive force against protesters,Protesters (Ivory Coast),Students (Ivory Coast),6,Police Forces of the Ivory Coast (1993-1999),NA,1,16,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Reuters,International,Protests by students lead to police breaking up demonstration violently,0,1585691843
384,CDI51,51,01-June-1999,1999,1,Protests,Protest with intervention,Police Forces of the Ivory Coast (1993-1999),NA,1,Protesters (Ivory Coast),Students (Ivory Coast),6,16,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Protests by students lead to police breaking up demonstration violently,0,1585691843
384,CDI52,52,01-June-1999,1999,1,Protests,Protest with intervention,Police Forces of the Ivory Coast (1993-1999),NA,1,Protesters (Ivory Coast),Students (Ivory Coast),6,16,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Reuters,International,Protests by students lead to police breaking up demonstration violently,0,1585691843
384,CDI53,53,06-September-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),NA,5,NA,NA,0,50,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Violent protests over taxi fare increases and rise in fuel prices,0,1575307067
384,CDI55,55,16-September-1999,1999,1,Violence against civilians,Attack,Police Forces of the Ivory Coast (1993-1999),NA,1,Civilians (Mali),NA,7,17,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Police kill man from Mali in the midst of pro-Ouattara protests,1,1585691843
384,CDI54,54,16-September-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Pro-Ouattara protests in Abidjan,0,1575307067
384,CDI56,56,21-September-1999,1999,1,Violence against civilians,Attack,Unidentified Armed Group (Ivory Coast),NA,3,Civilians (Ivory Coast),NA,7,37,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,2,All Africa,Regional,Armed men shoot owner of pro-Ouattara newspaper,0,1575307067
384,CDI57,57,27-September-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Massive peaceful protest to support Ouattara,0,1575307067
384,CDI58,58,10-October-1999,1999,1,Battles,Armed clash,PDCI: Democratic Party of Ivory Coast,NA,3,RDR: Rally of Republicans,NA,3,33,Western Africa,Ivory Coast,Savanes,Bagoue,NA,Savanes,9.522,-6.487,1,Reuters,International,Supporters and opponents of RDRs Ouattara clash in northern town,0,1575307067
384,CDI59,59,16-October-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),NA,5,NA,NA,0,50,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Riots by supporters of RDR and Ouattara; clashes with police,0,1575307067
384,CDI60,60,16-October-1999,1999,1,Riots,Violent demonstration,Police Forces of the Ivory Coast (1993-1999),NA,1,Rioters (Ivory Coast),NA,5,15,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Riots by supporters of RDR and Ouattara; clashes with police,0,1585691843
384,CDI61,61,23-October-1999,1999,1,Violence against civilians,Attack,Unidentified Armed Group (Ivory Coast),NA,3,Civilians (Ivory Coast),Journalists (Ivory Coast),7,37,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,All Africa,Regional,One killed when unknown group attacks opposition newspaper,1,1575307067
384,CDI62,62,27-October-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),NA,5,NA,NA,0,50,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Youth riot and loot during RDR protest,0,1575307068
384,CDI63,63,27-October-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),NA,5,NA,NA,0,50,Western Africa,Ivory Coast,Savanes,Poro,NA,Korhogo,9.45,-5.633,1,Reuters,International,Youth riot and loot during RDR protest,0,1575307068
384,CDI67,67,27-October-1999,1999,1,Protests,Excessive force against protesters,Protesters (Ivory Coast),RDR: Rally of Republicans,6,Police Forces of the Ivory Coast (1993-1999),NA,1,16,Western Africa,Ivory Coast,Bas-Sassandra,San Pedro,NA,San-Pedro,4.748,-6.636,1,Reuters,International,Police violently disperse protest led by supporters of Ouattara,0,1616530993
384,CDI64,64,27-October-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),NA,5,NA,NA,0,50,Western Africa,Ivory Coast,Bas-Sassandra,San Pedro,NA,San-Pedro,4.748,-6.636,1,Reuters,International,Youth riot and loot during RDR protest,0,1616530993
384,CDI65,65,27-October-1999,1999,1,Riots,Violent demonstration,Police Forces of the Ivory Coast (1993-1999),NA,1,Rioters (Ivory Coast),NA,5,15,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Youth riot and loot during RDR protest; clash with police,0,1585691843
384,CDI66,66,27-October-1999,1999,1,Protests,Excessive force against protesters,Protesters (Ivory Coast),RDR: Rally of Republicans,6,Police Forces of the Ivory Coast (1993-1999),NA,1,16,Western Africa,Ivory Coast,Savanes,Poro,NA,Korhogo,9.45,-5.633,1,Reuters,International,Police violently disperse protest led by supporters of Ouattara,0,1585691843
384,CDI68,68,27-October-1999,1999,1,Protests,Excessive force against protesters,Police Forces of the Ivory Coast (1993-1999),NA,1,Protesters (Ivory Coast),RDR: Rally of Republicans,6,16,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Police violently disperse protest led by supporters of Ouattara,0,1585691843
384,CDI69,69,02-November-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),RDR: Rally of Republicans,5,NA,NA,0,50,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Opposition riot to demand release of RDR activists being detained in police custody,0,1575307068
384,CDI70,70,02-November-1999,1999,1,Riots,Violent demonstration,Police Forces of the Ivory Coast (1993-1999),NA,1,Rioters (Ivory Coast),RDR: Rally of Republicans,5,15,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Police clash with opposition rioters,0,1585691843
384,CDI71,71,04-November-1999,1999,1,Riots,Violent demonstration,Rioters (Ivory Coast),RDR: Rally of Republicans,5,NA,NA,0,50,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Opposition riot to demand release of RDR activists being detained in police custody,0,1575307068
384,CDI72,72,04-November-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),RDR: Rally of Republicans,6,NA,NA,0,60,Western Africa,Ivory Coast,Vallee du Bandama,Gbeke,NA,Bouake,7.683,-5.017,1,Reuters,International,Opposition protest to demand release of RDR activists being detained in police custody,0,1575307068
384,CDI73,73,04-November-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),RDR: Rally of Republicans,6,NA,NA,0,60,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,Reuters,International,Opposition protest to demand release of RDR activists being detained in police custody,0,1575307068
384,CDI74,74,04-November-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),RDR: Rally of Republicans,6,NA,NA,0,60,Western Africa,Ivory Coast,Savanes,Poro,NA,Korhogo,9.45,-5.633,1,Reuters,International,Opposition protest to demand release of RDR activists being detained in police custody,0,1575307068
384,CDI75,75,04-November-1999,1999,1,Riots,Violent demonstration,Police Forces of the Ivory Coast (1993-1999),NA,1,Rioters (Ivory Coast),RDR: Rally of Republicans,5,15,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Police clash with opposition rioters,0,1585691842
384,CDI76,76,04-November-1999,1999,1,Protests,Excessive force against protesters,Police Forces of the Ivory Coast (1993-1999),NA,1,Protesters (Ivory Coast),RDR: Rally of Republicans,6,16,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Daloa,6.875,-6.452,1,Reuters,International,Police violently disperse protest led by supporters of Ouattara,1,1585691842
384,CDI77,77,05-November-1999,1999,1,Battles,Armed clash,Baoule Ethnic Militia (Burkina Faso),NA,4,Kroumen Ethnic Militia (Ivory Coast),NA,4,44,Western Africa,Ivory Coast,Bas-Sassandra,San Pedro,NA,Tabou,4.423,-7.353,1,Reuters,International,"Clashes between Ivorian and Burkinabe farmers leads to violence, two killed",2,1616530993
384,CDI78,78,06-November-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),RDR: Rally of Republicans,6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,1,Reuters,International,Peaceful protest to demand release of RDR activists arrested after previous demo turned violent,0,1575307068
384,CDI79,79,10-November-1999,1999,2,Battles,Armed clash,Baoule Ethnic Militia (Burkina Faso),NA,4,Kroumen Ethnic Militia (Ivory Coast),NA,4,44,Western Africa,Ivory Coast,Bas-Sassandra,San Pedro,NA,Tabou,4.423,-7.353,1,Reuters,International,Clashes between Ivorian and Burkinabe farmers leads to violence,0,1616530993
384,CDI80,80,10-November-1999,1999,2,Battles,Armed clash,Unidentified Ethnic Militia (Burkina Faso),NA,4,Unidentified Ethnic Militia (Ivory Coast),NA,4,44,Western Africa,Ivory Coast,Sassandra Marahoue,Haut-Sassandra,NA,Issia,6.492,-6.586,1,Reuters,International,Reports of violence between Burkinabe and Ivorian farmers,0,1575307068
384,CDI81,81,10-November-1999,1999,2,Battles,Armed clash,Unidentified Ethnic Militia (Burkina Faso),NA,4,Unidentified Ethnic Militia (Ivory Coast),NA,4,44,Western Africa,Ivory Coast,Zanzan,Gontougo,NA,Bondoukou,8.04,-2.799,2,Reuters,International,Reports of violence between Burkinabe and Ivorian farmers,0,1575307068
384,CDI82,82,22-November-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,3,Reuters,International,Farmers erect roadblocks in protest against low market prices for cocoa,0,1575307068
384,CDI83,83,23-November-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,3,Reuters,International,Farmers erect roadblocks in protest against low market prices for cocoa,0,1575307068
384,CDI84,84,24-November-1999,1999,1,Protests,Peaceful protest,Protesters (Ivory Coast),NA,6,NA,NA,0,60,Western Africa,Ivory Coast,Abidjan,District Autonome D'Abidjan,NA,Abidjan,5.341,-4.028,3,Reuters,International,Farmers erect roadblocks in protest against low market prices for cocoa,0,1575307068
